id,severidad,modulo,tipo,estado,dia_detectado,dia_resuelto,descripcion,prioridad
DEF-0250,bajo,sesiones,usabilidad,en_progreso,5,,Defecto en sesiones - usabilidad,2
DEF-0251,medio,sesiones,rendimiento,resuelto,5,5.0,Defecto en sesiones - rendimiento,3
DEF-0252,medio,busqueda,funcional,abierto,4,,Defecto en busqueda - funcional,3
DEF-0253,bajo,usuarios,ui,en_progreso,4,,Defecto en usuarios - ui,2
DEF-0254,medio,usuarios,funcional,resuelto,3,5.0,Defecto en usuarios - funcional,3
DEF-0255,alto,pagos,rendimiento,en_progreso,1,,Defecto en pagos - rendimiento,4
DEF-0256,medio,busqueda,funcional,resuelto,1,4.0,Defecto en busqueda - funcional,3
DEF-0257,bajo,pagos,ui,en_progreso,1,,Defecto en pagos - ui,2
DEF-0258,bajo,usuarios,rendimiento,en_progreso,1,,Defecto en usuarios - rendimiento,2
DEF-0259,medio,pagos,usabilidad,resuelto,1,4.0,Defecto en pagos - usabilidad,3
DEF-0260,alto,sesiones,ui,resuelto,4,5.0,Defecto en sesiones - ui,4
DEF-0261,bajo,busqueda,rendimiento,en_progreso,1,,Defecto en busqueda - rendimiento,2
DEF-0262,bajo,pagos,usabilidad,resuelto,4,5.0,Defecto en pagos - usabilidad,2
DEF-0263,alto,sesiones,usabilidad,resuelto,5,5.0,Defecto en sesiones - usabilidad,4
DEF-0264,medio,sesiones,rendimiento,resuelto,3,5.0,Defecto en sesiones - rendimiento,3
DEF-0265,bajo,pagos,rendimiento,abierto,2,,Defecto en pagos - rendimiento,2
DEF-0266,bajo,sesiones,seguridad,resuelto,1,2.0,Defecto en sesiones - seguridad,2
DEF-0267,bajo,sesiones,ui,en_progreso,3,,Defecto en sesiones - ui,2
DEF-0268,bajo,reservas,rendimiento,en_progreso,5,,Defecto en reservas - rendimiento,2
DEF-0269,medio,sesiones,funcional,abierto,2,,Defecto en sesiones - funcional,3
DEF-0270,medio,sesiones,funcional,en_progreso,4,,Defecto en sesiones - funcional,3
DEF-0271,bajo,usuarios,seguridad,en_progreso,3,,Defecto en usuarios - seguridad,2
DEF-0272,bajo,reservas,usabilidad,resuelto,4,5.0,Defecto en reservas - usabilidad,2
DEF-0273,bajo,pagos,usabilidad,en_progreso,1,,Defecto en pagos - usabilidad,2
DEF-0274,bajo,reservas,seguridad,abierto,1,,Defecto en reservas - seguridad,2
DEF-0275,medio,reservas,rendimiento,abierto,3,,Defecto en reservas - rendimiento,3
DEF-0276,medio,pagos,rendimiento,resuelto,4,5.0,Defecto en pagos - rendimiento,3
DEF-0277,bajo,usuarios,ui,resuelto,5,5.0,Defecto en usuarios - ui,2
DEF-0278,bajo,reservas,usabilidad,en_progreso,1,,Defecto en reservas - usabilidad,2
DEF-0279,bajo,usuarios,funcional,en_progreso,1,,Defecto en usuarios - funcional,2
DEF-0280,bajo,pagos,usabilidad,en_progreso,4,,Defecto en pagos - usabilidad,2
DEF-0281,bajo,pagos,funcional,en_progreso,2,,Defecto en pagos - funcional,2
DEF-0282,medio,sesiones,seguridad,en_progreso,1,,Defecto en sesiones - seguridad,3
DEF-0283,medio,usuarios,funcional,resuelto,5,5.0,Defecto en usuarios - funcional,3
DEF-0284,alto,sesiones,funcional,resuelto,3,5.0,Defecto en sesiones - funcional,4
DEF-0285,medio,pagos,ui,resuelto,2,3.0,Defecto en pagos - ui,3
DEF-0286,critico,sesiones,funcional,resuelto,2,4.0,Defecto en sesiones - funcional,5
DEF-0287,medio,pagos,ui,resuelto,2,4.0,Defecto en pagos - ui,3
DEF-0288,medio,reservas,ui,abierto,2,,Defecto en reservas - ui,3
DEF-0289,medio,usuarios,seguridad,en_progreso,5,,Defecto en usuarios - seguridad,3
DEF-0290,medio,sesiones,rendimiento,en_progreso,2,,Defecto en sesiones - rendimiento,3
DEF-0291,critico,usuarios,funcional,resuelto,3,5.0,Defecto en usuarios - funcional,5
DEF-0292,critico,sesiones,funcional,resuelto,1,3.0,Defecto en sesiones - funcional,5
DEF-0293,bajo,usuarios,seguridad,resuelto,3,5.0,Defecto en usuarios - seguridad,2
DEF-0294,medio,busqueda,funcional,en_progreso,4,,Defecto en busqueda - funcional,3
DEF-0295,alto,sesiones,usabilidad,abierto,4,,Defecto en sesiones - usabilidad,4
DEF-0296,medio,sesiones,ui,resuelto,4,5.0,Defecto en sesiones - ui,3
DEF-0297,bajo,reservas,funcional,en_progreso,1,,Defecto en reservas - funcional,2
DEF-0298,medio,sesiones,ui,resuelto,4,5.0,Defecto en sesiones - ui,3
DEF-0299,bajo,sesiones,usabilidad,en_progreso,3,,Defecto en sesiones - usabilidad,2
DEF-0300,alto,pagos,seguridad,resuelto,3,5.0,Defecto en pagos - seguridad,4
DEF-0301,alto,sesiones,funcional,en_progreso,1,,Defecto en sesiones - funcional,4
DEF-0302,medio,pagos,funcional,en_progreso,3,,Defecto en pagos - funcional,3
DEF-0303,medio,pagos,usabilidad,en_progreso,1,,Defecto en pagos - usabilidad,3
DEF-0304,bajo,sesiones,ui,en_progreso,4,,Defecto en sesiones - ui,2
DEF-0305,bajo,reservas,usabilidad,abierto,3,,Defecto en reservas - usabilidad,2
DEF-0306,bajo,sesiones,seguridad,en_progreso,2,,Defecto en sesiones - seguridad,2
DEF-0307,medio,sesiones,funcional,en_progreso,5,,Defecto en sesiones - funcional,3
DEF-0308,medio,pagos,funcional,resuelto,2,3.0,Defecto en pagos - funcional,3
DEF-0309,bajo,pagos,seguridad,resuelto,2,3.0,Defecto en pagos - seguridad,2
DEF-0310,medio,busqueda,rendimiento,abierto,5,,Defecto en busqueda - rendimiento,3
DEF-0311,medio,sesiones,usabilidad,resuelto,3,5.0,Defecto en sesiones - usabilidad,3
DEF-0312,alto,reservas,usabilidad,resuelto,2,3.0,Defecto en reservas - usabilidad,4
DEF-0313,critico,sesiones,ui,resuelto,1,3.0,Defecto en sesiones - ui,5
DEF-0314,bajo,pagos,ui,en_progreso,4,,Defecto en pagos - ui,2
DEF-0315,bajo,reservas,usabilidad,resuelto,4,5.0,Defecto en reservas - usabilidad,2
DEF-0316,bajo,pagos,usabilidad,en_progreso,3,,Defecto en pagos - usabilidad,2
DEF-0317,medio,usuarios,usabilidad,abierto,2,,Defecto en usuarios - usabilidad,3
DEF-0318,alto,sesiones,ui,abierto,4,,Defecto en sesiones - ui,4
DEF-0319,alto,pagos,usabilidad,abierto,3,,Defecto en pagos - usabilidad,4
DEF-0320,medio,busqueda,ui,resuelto,5,5.0,Defecto en busqueda - ui,3
DEF-0321,medio,usuarios,funcional,abierto,4,,Defecto en usuarios - funcional,3
DEF-0322,bajo,pagos,funcional,en_progreso,5,,Defecto en pagos - funcional,2
DEF-0323,bajo,pagos,ui,abierto,3,,Defecto en pagos - ui,2
DEF-0324,medio,reservas,funcional,resuelto,1,4.0,Defecto en reservas - funcional,3
DEF-0325,bajo,pagos,ui,resuelto,3,5.0,Defecto en pagos - ui,2
DEF-0326,bajo,reservas,seguridad,abierto,1,,Defecto en reservas - seguridad,2
DEF-0327,medio,busqueda,rendimiento,resuelto,2,5.0,Defecto en busqueda - rendimiento,3
DEF-0328,bajo,sesiones,usabilidad,en_progreso,2,,Defecto en sesiones - usabilidad,2
DEF-0329,medio,pagos,funcional,resuelto,4,5.0,Defecto en pagos - funcional,3
DEF-0330,medio,sesiones,seguridad,resuelto,4,5.0,Defecto en sesiones - seguridad,3
DEF-0331,medio,sesiones,funcional,abierto,2,,Defecto en sesiones - funcional,3
DEF-0332,bajo,pagos,seguridad,resuelto,3,4.0,Defecto en pagos - seguridad,2
DEF-0333,critico,sesiones,seguridad,resuelto,1,4.0,Defecto en sesiones - seguridad,5
DEF-0334,alto,pagos,funcional,abierto,4,,Defecto en pagos - funcional,4
DEF-0335,critico,usuarios,funcional,resuelto,3,5.0,Defecto en usuarios - funcional,5
DEF-0336,critico,busqueda,rendimiento,resuelto,3,4.0,Defecto en busqueda - rendimiento,5
DEF-0337,bajo,busqueda,usabilidad,en_progreso,2,,Defecto en busqueda - usabilidad,2
DEF-0338,bajo,busqueda,rendimiento,abierto,4,,Defecto en busqueda - rendimiento,2
DEF-0339,medio,usuarios,ui,abierto,4,,Defecto en usuarios - ui,3
DEF-0340,alto,busqueda,rendimiento,resuelto,2,3.0,Defecto en busqueda - rendimiento,4
DEF-0341,medio,pagos,rendimiento,en_progreso,3,,Defecto en pagos - rendimiento,3
DEF-0342,medio,busqueda,ui,resuelto,1,4.0,Defecto en busqueda - ui,3
DEF-0343,alto,pagos,rendimiento,resuelto,3,5.0,Defecto en pagos - rendimiento,4
DEF-0344,medio,usuarios,seguridad,en_progreso,3,,Defecto en usuarios - seguridad,3
DEF-0345,medio,reservas,seguridad,en_progreso,5,,Defecto en reservas - seguridad,3
DEF-0346,bajo,pagos,funcional,abierto,4,,Defecto en pagos - funcional,2
DEF-0347,bajo,sesiones,ui,en_progreso,1,,Defecto en sesiones - ui,2
DEF-0348,critico,busqueda,rendimiento,resuelto,3,5.0,Defecto en busqueda - rendimiento,5
DEF-0349,medio,sesiones,seguridad,resuelto,4,5.0,Defecto en sesiones - seguridad,3
DEF-0350,bajo,usuarios,funcional,en_progreso,5,,Defecto en usuarios - funcional,2
DEF-0351,medio,usuarios,rendimiento,abierto,1,,Defecto en usuarios - rendimiento,3
DEF-0352,bajo,usuarios,rendimiento,abierto,1,,Defecto en usuarios - rendimiento,2
DEF-0353,bajo,reservas,usabilidad,en_progreso,1,,Defecto en reservas - usabilidad,2
DEF-0354,alto,reservas,funcional,resuelto,3,5.0,Defecto en reservas - funcional,4
DEF-0355,alto,usuarios,usabilidad,resuelto,2,5.0,Defecto en usuarios - usabilidad,4
DEF-0356,bajo,usuarios,rendimiento,abierto,5,,Defecto en usuarios - rendimiento,2
DEF-0357,critico,reservas,usabilidad,resuelto,3,5.0,Defecto en reservas - usabilidad,5
DEF-0358,medio,pagos,ui,abierto,2,,Defecto en pagos - ui,3
DEF-0359,bajo,usuarios,usabilidad,abierto,3,,Defecto en usuarios - usabilidad,2
DEF-0360,medio,pagos,seguridad,resuelto,5,5.0,Defecto en pagos - seguridad,3
DEF-0361,medio,usuarios,ui,resuelto,1,3.0,Defecto en usuarios - ui,3
DEF-0362,bajo,reservas,seguridad,en_progreso,3,,Defecto en reservas - seguridad,2
DEF-0363,medio,busqueda,usabilidad,en_progreso,2,,Defecto en busqueda - usabilidad,3
DEF-0364,medio,reservas,rendimiento,abierto,2,,Defecto en reservas - rendimiento,3
DEF-0365,bajo,reservas,ui,abierto,3,,Defecto en reservas - ui,2
DEF-0366,medio,sesiones,usabilidad,resuelto,5,5.0,Defecto en sesiones - usabilidad,3
DEF-0367,bajo,sesiones,funcional,resuelto,4,5.0,Defecto en sesiones - funcional,2
DEF-0368,bajo,usuarios,usabilidad,en_progreso,5,,Defecto en usuarios - usabilidad,2
DEF-0369,alto,busqueda,ui,abierto,4,,Defecto en busqueda - ui,4
DEF-0370,alto,usuarios,usabilidad,resuelto,5,5.0,Defecto en usuarios - usabilidad,4
DEF-0371,alto,sesiones,ui,abierto,4,,Defecto en sesiones - ui,4
DEF-0372,critico,sesiones,funcional,resuelto,5,5.0,Defecto en sesiones - funcional,5
DEF-0373,alto,pagos,ui,resuelto,2,4.0,Defecto en pagos - ui,4
DEF-0374,bajo,sesiones,rendimiento,en_progreso,2,,Defecto en sesiones - rendimiento,2
DEF-0375,alto,sesiones,rendimiento,resuelto,3,5.0,Defecto en sesiones - rendimiento,4
DEF-0376,medio,sesiones,funcional,abierto,5,,Defecto en sesiones - funcional,3
DEF-0377,bajo,sesiones,ui,resuelto,5,5.0,Defecto en sesiones - ui,2
DEF-0378,critico,sesiones,rendimiento,resuelto,5,5.0,Defecto en sesiones - rendimiento,5
DEF-0379,bajo,busqueda,funcional,resuelto,5,5.0,Defecto en busqueda - funcional,2
DEF-0380,medio,reservas,usabilidad,resuelto,1,3.0,Defecto en reservas - usabilidad,3
DEF-0381,alto,sesiones,rendimiento,resuelto,3,5.0,Defecto en sesiones - rendimiento,4
DEF-0382,bajo,reservas,seguridad,resuelto,1,4.0,Defecto en reservas - seguridad,2
DEF-0383,bajo,busqueda,ui,en_progreso,4,,Defecto en busqueda - ui,2
DEF-0384,bajo,reservas,rendimiento,en_progreso,3,,Defecto en reservas - rendimiento,2
DEF-0385,bajo,pagos,seguridad,resuelto,3,5.0,Defecto en pagos - seguridad,2
DEF-0386,bajo,sesiones,funcional,en_progreso,1,,Defecto en sesiones - funcional,2
DEF-0387,medio,pagos,seguridad,resuelto,1,2.0,Defecto en pagos - seguridad,3
DEF-0388,alto,pagos,seguridad,en_progreso,2,,Defecto en pagos - seguridad,4
DEF-0389,bajo,reservas,rendimiento,en_progreso,2,,Defecto en reservas - rendimiento,2
DEF-0390,bajo,reservas,seguridad,en_progreso,4,,Defecto en reservas - seguridad,2
DEF-0391,bajo,pagos,seguridad,resuelto,4,5.0,Defecto en pagos - seguridad,2
DEF-0392,medio,usuarios,ui,resuelto,3,4.0,Defecto en usuarios - ui,3
DEF-0393,medio,busqueda,rendimiento,resuelto,4,5.0,Defecto en busqueda - rendimiento,3
DEF-0394,bajo,sesiones,funcional,en_progreso,2,,Defecto en sesiones - funcional,2
DEF-0395,medio,pagos,rendimiento,en_progreso,1,,Defecto en pagos - rendimiento,3
DEF-0396,bajo,usuarios,funcional,abierto,3,,Defecto en usuarios - funcional,2
DEF-0397,bajo,sesiones,rendimiento,resuelto,5,5.0,Defecto en sesiones - rendimiento,2
DEF-0398,medio,sesiones,rendimiento,abierto,2,,Defecto en sesiones - rendimiento,3
DEF-0399,bajo,busqueda,seguridad,en_progreso,5,,Defecto en busqueda - seguridad,2
DEF-0400,bajo,pagos,ui,resuelto,5,5.0,Defecto en pagos - ui,2
DEF-0401,alto,sesiones,funcional,resuelto,2,5.0,Defecto en sesiones - funcional,4
DEF-0402,bajo,pagos,seguridad,abierto,5,,Defecto en pagos - seguridad,2
DEF-0403,medio,sesiones,ui,resuelto,5,5.0,Defecto en sesiones - ui,3
DEF-0404,bajo,reservas,seguridad,en_progreso,5,,Defecto en reservas - seguridad,2
DEF-0405,medio,pagos,usabilidad,en_progreso,5,,Defecto en pagos - usabilidad,3
DEF-0406,bajo,pagos,seguridad,en_progreso,3,,Defecto en pagos - seguridad,2
DEF-0407,medio,busqueda,seguridad,abierto,5,,Defecto en busqueda - seguridad,3
DEF-0408,critico,usuarios,rendimiento,abierto,1,,Defecto en usuarios - rendimiento,5
DEF-0409,bajo,sesiones,seguridad,resuelto,5,5.0,Defecto en sesiones - seguridad,2
DEF-0410,alto,reservas,ui,resuelto,1,2.0,Defecto en reservas - ui,4
DEF-0411,medio,busqueda,seguridad,resuelto,2,4.0,Defecto en busqueda - seguridad,3
DEF-0412,bajo,reservas,seguridad,en_progreso,1,,Defecto en reservas - seguridad,2
DEF-0413,bajo,reservas,usabilidad,resuelto,3,5.0,Defecto en reservas - usabilidad,2
DEF-0414,medio,usuarios,usabilidad,resuelto,2,4.0,Defecto en usuarios - usabilidad,3
DEF-0415,bajo,sesiones,rendimiento,en_progreso,5,,Defecto en sesiones - rendimiento,2
DEF-0416,medio,usuarios,ui,en_progreso,5,,Defecto en usuarios - ui,3
DEF-0417,medio,pagos,ui,en_progreso,3,,Defecto en pagos - ui,3
DEF-0418,medio,reservas,seguridad,resuelto,3,5.0,Defecto en reservas - seguridad,3
DEF-0419,bajo,pagos,rendimiento,resuelto,5,5.0,Defecto en pagos - rendimiento,2
DEF-0420,bajo,usuarios,rendimiento,abierto,3,,Defecto en usuarios - rendimiento,2
DEF-0421,bajo,busqueda,rendimiento,abierto,3,,Defecto en busqueda - rendimiento,2
DEF-0422,bajo,usuarios,rendimiento,abierto,2,,Defecto en usuarios - rendimiento,2
DEF-0423,alto,sesiones,rendimiento,en_progreso,2,,Defecto en sesiones - rendimiento,4
DEF-0424,medio,busqueda,usabilidad,abierto,2,,Defecto en busqueda - usabilidad,3
DEF-0425,alto,busqueda,usabilidad,resuelto,2,3.0,Defecto en busqueda - usabilidad,4
DEF-0426,medio,busqueda,seguridad,resuelto,4,5.0,Defecto en busqueda - seguridad,3
DEF-0427,medio,reservas,funcional,abierto,4,,Defecto en reservas - funcional,3
DEF-0428,bajo,usuarios,seguridad,en_progreso,3,,Defecto en usuarios - seguridad,2
DEF-0429,medio,pagos,funcional,abierto,5,,Defecto en pagos - funcional,3
DEF-0430,alto,reservas,usabilidad,abierto,2,,Defecto en reservas - usabilidad,4
DEF-0431,alto,usuarios,ui,abierto,4,,Defecto en usuarios - ui,4
DEF-0432,bajo,usuarios,ui,en_progreso,1,,Defecto en usuarios - ui,2
DEF-0433,bajo,busqueda,rendimiento,abierto,3,,Defecto en busqueda - rendimiento,2
DEF-0434,alto,pagos,seguridad,en_progreso,2,,Defecto en pagos - seguridad,4
DEF-0435,alto,sesiones,seguridad,resuelto,1,3.0,Defecto en sesiones - seguridad,4
DEF-0436,bajo,reservas,seguridad,abierto,1,,Defecto en reservas - seguridad,2
DEF-0437,alto,pagos,rendimiento,resuelto,2,3.0,Defecto en pagos - rendimiento,4
DEF-0438,bajo,sesiones,seguridad,en_progreso,1,,Defecto en sesiones - seguridad,2
DEF-0439,bajo,usuarios,funcional,resuelto,2,4.0,Defecto en usuarios - funcional,2
DEF-0440,alto,pagos,ui,resuelto,4,5.0,Defecto en pagos - ui,4
DEF-0441,alto,usuarios,rendimiento,en_progreso,5,,Defecto en usuarios - rendimiento,4
DEF-0442,bajo,sesiones,funcional,resuelto,3,5.0,Defecto en sesiones - funcional,2
DEF-0443,medio,reservas,funcional,en_progreso,3,,Defecto en reservas - funcional,3
DEF-0444,medio,reservas,seguridad,en_progreso,1,,Defecto en reservas - seguridad,3
DEF-0445,bajo,pagos,rendimiento,abierto,2,,Defecto en pagos - rendimiento,2
DEF-0446,bajo,usuarios,ui,en_progreso,4,,Defecto en usuarios - ui,2
DEF-0447,bajo,sesiones,seguridad,abierto,2,,Defecto en sesiones - seguridad,2
DEF-0448,bajo,sesiones,funcional,en_progreso,1,,Defecto en sesiones - funcional,2
DEF-0449,medio,sesiones,funcional,resuelto,5,5.0,Defecto en sesiones - funcional,3
DEF-0450,alto,reservas,usabilidad,resuelto,2,4.0,Defecto en reservas - usabilidad,4
DEF-0451,bajo,sesiones,seguridad,resuelto,2,5.0,Defecto en sesiones - seguridad,2
DEF-0452,medio,sesiones,seguridad,resuelto,5,5.0,Defecto en sesiones - seguridad,3
DEF-0453,medio,busqueda,seguridad,resuelto,4,5.0,Defecto en busqueda - seguridad,3
DEF-0454,bajo,sesiones,funcional,en_progreso,1,,Defecto en sesiones - funcional,2
DEF-0455,alto,usuarios,rendimiento,abierto,5,,Defecto en usuarios - rendimiento,4
DEF-0456,medio,busqueda,funcional,resuelto,1,4.0,Defecto en busqueda - funcional,3
DEF-0457,critico,busqueda,funcional,en_progreso,1,,Defecto en busqueda - funcional,5
DEF-0458,medio,pagos,seguridad,resuelto,2,5.0,Defecto en pagos - seguridad,3
DEF-0459,alto,usuarios,rendimiento,en_progreso,4,,Defecto en usuarios - rendimiento,4
DEF-0460,alto,usuarios,seguridad,resuelto,5,5.0,Defecto en usuarios - seguridad,4
DEF-0461,alto,pagos,funcional,resuelto,5,5.0,Defecto en pagos - funcional,4
DEF-0462,bajo,sesiones,ui,abierto,1,,Defecto en sesiones - ui,2
DEF-0463,bajo,busqueda,rendimiento,en_progreso,5,,Defecto en busqueda - rendimiento,2
DEF-0464,medio,usuarios,ui,resuelto,3,4.0,Defecto en usuarios - ui,3
DEF-0465,bajo,pagos,ui,abierto,1,,Defecto en pagos - ui,2
DEF-0466,medio,usuarios,usabilidad,abierto,2,,Defecto en usuarios - usabilidad,3
DEF-0467,medio,reservas,funcional,resuelto,1,3.0,Defecto en reservas - funcional,3
DEF-0468,bajo,sesiones,funcional,resuelto,1,3.0,Defecto en sesiones - funcional,2
DEF-0469,medio,usuarios,ui,abierto,2,,Defecto en usuarios - ui,3
DEF-0470,bajo,sesiones,rendimiento,resuelto,5,5.0,Defecto en sesiones - rendimiento,2
DEF-0471,critico,sesiones,usabilidad,resuelto,3,4.0,Defecto en sesiones - usabilidad,5
DEF-0472,bajo,pagos,ui,abierto,4,,Defecto en pagos - ui,2
DEF-0473,critico,pagos,rendimiento,resuelto,5,5.0,Defecto en pagos - rendimiento,5
DEF-0474,bajo,reservas,seguridad,abierto,3,,Defecto en reservas - seguridad,2
DEF-0475,medio,usuarios,usabilidad,resuelto,4,5.0,Defecto en usuarios - usabilidad,3
DEF-0476,bajo,reservas,rendimiento,en_progreso,2,,Defecto en reservas - rendimiento,2
DEF-0477,alto,reservas,rendimiento,abierto,4,,Defecto en reservas - rendimiento,4
DEF-0478,medio,busqueda,usabilidad,resuelto,4,5.0,Defecto en busqueda - usabilidad,3
DEF-0479,bajo,sesiones,ui,en_progreso,2,,Defecto en sesiones - ui,2
DEF-0480,medio,pagos,funcional,en_progreso,1,,Defecto en pagos - funcional,3
DEF-0481,bajo,sesiones,ui,resuelto,4,5.0,Defecto en sesiones - ui,2
DEF-0482,bajo,sesiones,usabilidad,resuelto,1,2.0,Defecto en sesiones - usabilidad,2
DEF-0483,medio,sesiones,usabilidad,resuelto,2,4.0,Defecto en sesiones - usabilidad,3
DEF-0484,bajo,pagos,funcional,resuelto,2,5.0,Defecto en pagos - funcional,2
DEF-0485,medio,busqueda,seguridad,abierto,4,,Defecto en busqueda - seguridad,3
DEF-0486,bajo,reservas,usabilidad,en_progreso,4,,Defecto en reservas - usabilidad,2
DEF-0487,critico,usuarios,usabilidad,resuelto,3,5.0,Defecto en usuarios - usabilidad,5
DEF-0488,medio,pagos,usabilidad,en_progreso,1,,Defecto en pagos - usabilidad,3
DEF-0489,bajo,usuarios,rendimiento,en_progreso,3,,Defecto en usuarios - rendimiento,2
DEF-0490,bajo,usuarios,funcional,abierto,2,,Defecto en usuarios - funcional,2
DEF-0491,medio,busqueda,rendimiento,en_progreso,3,,Defecto en busqueda - rendimiento,3
DEF-0492,bajo,reservas,ui,en_progreso,5,,Defecto en reservas - ui,2
DEF-0493,medio,reservas,seguridad,en_progreso,3,,Defecto en reservas - seguridad,3
DEF-0494,alto,usuarios,seguridad,resuelto,3,4.0,Defecto en usuarios - seguridad,4
DEF-0495,medio,reservas,usabilidad,resuelto,5,5.0,Defecto en reservas - usabilidad,3
DEF-0496,medio,busqueda,usabilidad,resuelto,1,4.0,Defecto en busqueda - usabilidad,3
DEF-0497,medio,busqueda,funcional,resuelto,2,3.0,Defecto en busqueda - funcional,3
DEF-0498,alto,reservas,funcional,resuelto,4,5.0,Defecto en reservas - funcional,4
DEF-0499,bajo,busqueda,usabilidad,en_progreso,4,,Defecto en busqueda - usabilidad,2
DEF-0500,bajo,busqueda,funcional,en_progreso,1,,Defecto en busqueda - funcional,2
